"iso3c","year","pop","urban","rural"
"TJK",2010,7621779,2032377.74278157,5629896.90464654
"TJK",2011,7784819,2081303.11057971,5766002.78053992
"TJK",2012,7956382,2132299.58038717,5901505.86032697
"TJK",2013,8136610,2184791.70072057,6032798.79458398
"TJK",2014,8326348,2238811.90168847,6161001.43784526
"TJK",2015,8524063,2292687.65376324,6281322.29900225
"TJK",2016,8725318,2347602.11604895,6397090.62752785
"TJK",2017,8925525,2405779.71603911,6510697.57801362
"TJK",2018,9128132,2465279.5336439,6620637.38780289
"TJK",2019,9337003,2525767.20817162,6721446.69976008
"TJK",2020,9543207,2587374.45389165,6819906.03368448
"TJK",2021,9750064,2651173.57178373,6911669.91314108
"TJK",2022,9952787,2718719.49032969,7001863.90003122
"TJK",2023,10143543,2790617.73583451,7093519.29596986
"TJK",2024,10331513,2865633.329794,7180847.18085338
"TJK",2025,10516940,2943695.40950124,7263676.79191856
"TJK",2026,10699866,3023230.38438051,7339600.32770504
"TJK",2027,10880747,3107216.81149281,7413072.00691276
"TJK",2028,11060158,3193635.66053939,7479649.92905165
"TJK",2029,11239983,3282211.81473317,7539765.4960866
"TJK",2030,11421430,3375421.11627003,7595677.5990397
"TJK",2031,11604659,3473198.13533513,7647300.96765446
"TJK",2032,11790372,3572425.02611453,7691220.93857598
"TJK",2033,11979029,3676771.46453189,7729221.54207991
"TJK",2034,12170662,3785530.81171755,7763942.50370276
"TJK",2035,12364586,3898246.73466625,7792603.97396241
"TJK",2036,12560173,4015733.22278284,7818885.93413482
"TJK",2037,12757794,4138497.76850136,7839987.22663181
"TJK",2038,12956641,4263872.40334899,7859338.31152688
"TJK",2039,13155611,4391874.46329935,7876017.6171217
"TJK",2040,13354458,4522932.79143189,7891751.20397997
"TJK",2041,13552075,4657085.79682447,7905588.47999292
"TJK",2042,13747565,4794661.45459214,7918018.93644438
"TJK",2043,13940358,4934562.44093588,7928728.51615432
"TJK",2044,14130345,5076479.02439749,7936196.88691253
"TJK",2045,14317447,5220830.22203609,7941990.21655188
"TJK",2046,14501303,5366620.08924302,7941678.06851564
"TJK",2047,14682375,5513484.0242127,7939034.11403128
"TJK",2048,14859804,5662319.63759414,7932029.85719058
"TJK",2049,15032352,5812655.86383289,7922264.7261054
"TJK",2050,15200989,5963730.58358242,7907698.5056696
"TKM",1990,3720278,1644802.8883863,2003272.87369385
"TKM",1991,3821782,1690375.06587241,2066124.12743584
"TKM",1992,3926369,1739240.50439477,2134567.58649022
"TKM",1993,4031698,1788769.39691415,2201638.86283149
"TKM",1994,4133037,1832965.68600765,2264076.02932178
"TKM",1995,4226623,1876694.46742707,2312764.58770986
"TKM",1996,4301093,1923676.14464509,2349277.03260543
"TKM",1997,4363672,1966084.98530595,2380260.24870797
"TKM",1998,4431517,1999066.68529084,2397485.55630047
"TKM",1999,4501079,2025546.9855117,2407632.03667387
"TKM",2000,4569132,2050336.47528677,2415126.3303402
"TKM",2001,4635094,2073697.75025059,2420298.70375876
"TKM",2002,4698968,2096539.06985534,2426177.40746479
"TKM",2003,4758988,2122061.24495376,2433179.49110189
"TKM",2004,4819792,2149098.55031088,2441891.26833689
"TKM",2005,4885775,2176665.52389334,2449113.60019649
"TKM",2006,4954029,2210289.03948685,2461811.38624744
"TKM",2007,5024894,2245577.71765932,2474302.94051974
"TKM",2008,5100083,2286976.11391815,2490219.86504926
"TKM",2009,5180957,2331479.68608888,2509337.17457991
"TKM",2010,5267970,2382251.41752895,2529995.42518276
"TKM",2011,5360811,2437975.14965553,2555723.75149954
"TKM",2012,5458682,2499051.96895514,2582996.95787371
"TKM",2013,5560095,2565213.00445406,2613467.57564394
"TKM",2014,5663152,2633994.99077545,2641716.48580155
"TKM",2015,5766431,2702191.35545019,2668413.96350706
"TKM",2016,5868561,2770911.64256451,2691797.87004003
"TKM",2017,5968383,2841189.98395378,2713842.92864583
"TKM",2018,6065066,2912444.64610937,2732044.7955554
"TKM",2019,6158420,2984807.62922957,2750307.70879544
"TKM",2020,6250438,3055814.16854307,2763451.77729945
"TKM",2021,6341855,3127052.57373434,2773064.82093961
"TKM",2022,6430770,3196488.75640087,2779094.41637627
"TKM",2023,6516100,3267612.37550068,2782914.93377941
"TKM",2024,6598071,3339364.18689644,2785372.7248464
"TKM",2025,6676966,3410556.68098355,2783538.21181656
"TKM",2026,6752978,3480646.61250192,2779703.11764676
"TKM",2027,6826380,3551954.33011347,2773219.6273867
"TKM",2028,6897471,3623367.17327264,2764922.67963142
"TKM",2029,6966778,3696122.36818799,2755011.28355174
"TKM",2030,7034758,3768467.373007,2742890.08946719
"TKM",2031,7101681,3840244.30272213,2728468.09086468
"TKM",2032,7168235,3912197.07501219,2714212.91294161
"TKM",2033,7234748,3983578.28081918,2698646.03438848
"TKM",2034,7301217,4054375.1815622,2681785.24210416
"TKM",2035,7367831,4125051.321074,2664915.63120815
"TKM",2036,7434587,4196566.93774651,2647080.05972625
"TKM",2037,7501167,4269694.03560806,2629717.21600119
"TKM",2038,7567351,4340863.40120869,2610843.87389986
"TKM",2039,7632912,4413307.00524256,2591273.16023033
"TKM",2040,7697615,4486212.28783201,2572031.20706868
"TKM",2041,7761736,4559429.74612896,2553012.62501069
"TKM",2042,7824940,4630353.71517226,2531387.58891442
"TKM",2043,7886878,4703568.88999678,2510546.63201333
"TKM",2044,7947372,4773831.90317504,2488242.78012908
"TKM",2045,8005874,4845263.61519055,2466592.77925183
"TKM",2046,8062292,4915077.49905362,2442731.42178428
"TKM",2047,8116436,4984661.74069505,2419265.79597252
"TKM",2048,8168136,5052842.90075484,2393703.16556923
"TKM",2049,8217307,5119362.34097132,2368289.75721608
"TKM",2050,8263833,5185253.74363204,2342096.94218167
"UZB",1990,20579100,8415837.81603666,11929728.510965
"UZB",1991,21074304,8713716.71396597,12114700.7274831
"UZB",1992,21588138,9011008.54552625,12287829.2236227
"UZB",1993,22085918,9316191.52076903,12460977.1257867
"UZB",1994,22564732,9624250.97714433,12626119.6011546
"UZB",1995,23026206,9927135.80344065,12773814.9741212
"UZB",1996,23465926,10226730.4516344,12906530.9845433
"UZB",1997,23877289,10524974.3804667,13028839.6643354
"UZB",1998,24256775,10825003.7360696,13143085.3441977
"UZB",1999,24602708,11126792.2214091,13251016.1076577
"UZB",2000,24925554,11426796.6922621,13345884.4284865
"UZB",2001,25248445,11710896.7304719,13416802.9753912
"UZB",2002,25579030,11981519.8621683,13463625.7903447
"UZB",2003,25905904,12252470.6337212,13503841.9427479
"UZB",2004,26234923,12535099.1119738,13550191.8568619
"UZB",2005,26573423,12838256.3285129,13612462.6473601
"UZB",2006,26926819,13163975.2916971,13689256.0536022
"UZB",2007,27309616,13502284.7629934,13772110.6001637
"UZB",2008,27726810,13849598.2769024,13855595.9376502
"UZB",2009,28167842,14205025.5749091,13939137.4035682
"UZB",2010,28614227,14573318.3356657,14026456.4896336
"UZB",2011,29057458,14874906.160064,14205640.4245685
"UZB",2012,29503051,15100398.2944001,14478599.5184023
"UZB",2013,29963226,15323980.8023342,14752900.7724335
"UZB",2014,30446542,15535721.2980049,15015827.084731
"UZB",2015,30949417,15733502.1851946,15269103.6474128
"UZB",2016,31453574,15924670.9451842,15515756.4288243
"UZB",2017,31945682,16113487.2938383,15762868.3588599
"UZB",2018,32449576,16294419.5326312,15986224.9047568
"UZB",2019,32976948,16460729.5374939,16177198.2962159
"UZB",2020,33526656,16610235.7479374,16335645.43389
"UZB",2021,34081449,16752698.2787616,16469339.9332875
"UZB",2022,34627652,16893884.5174949,16582200.1156763
"UZB",2023,35163944,17032899.2674997,16674559.258768
"UZB",2024,35673804,17180570.6506657,16755323.4861076
"UZB",2025,36159016,17336807.2848,16826500.947924
"UZB",2026,36622074,17498764.2698772,16882528.7175161
"UZB",2027,37064740,17667915.7603696,16925956.0433987
"UZB",2028,37491898,17842788.300555,16953587.1990263
"UZB",2029,37907251,18024466.0843383,16968555.1980543
"UZB",2030,38313228,18210722.4168112,16966969.84133
"UZB",2031,38710380,18405114.2871757,16952431.0533764
"UZB",2032,39097348,18608210.6387369,16925568.5065903
"UZB",2033,39477006,18816618.6412414,16883319.7228787
"UZB",2034,39851948,19032429.5314247,16826967.0782467
"UZB",2035,40222392,19254513.5306722,16757454.1563814
"UZB",2036,40589997,19483888.9985629,16672296.9947497
"UZB",2037,40955389,19718276.6595136,16573255.3046926
"UZB",2038,41320935,19957900.9526285,16459940.6087979
"UZB",2039,41689808,20198637.4463514,16328144.5671326
"UZB",2040,42061549,20439638.9681226,16179281.4620308
"UZB",2041,42434927,20683353.1962951,16015858.49317
"UZB",2042,42808673,20926846.3425624,15836457.2291227
"UZB",2043,43181331,21170312.8835931,15644129.9366154
"UZB",2044,43550919,21404742.343095,15444160.8913006
"UZB",2045,43915921,21631387.6691781,15238546.608188
"UZB",2046,44274499,21846781.2588913,15026905.8945196
"UZB",2047,44623081,22054137.7678516,14810920.4965027
"UZB",2048,44959113,22255818.2809345,14593979.2006128
"UZB",2049,45282690,22447248.7831443,14371505.22639
"UZB",2050,45593149,22631867.3448066,14147836.1145882
"CHN",1990,1153704252,315057990.95382,876432181.368956
"CHN",1991,1170626171,329934802.580114,878101221.975841
"CHN",1992,1183813389,345317826.193297,879221147.166802
"CHN",1993,1195855558,360519292.850918,878261588.946012
"CHN",1994,1207286675,375623618.218101,875461902.195682
"CHN",1995,1218144426,390770942.853701,871354607.109617
"CHN",1996,1228298836,405987577.594676,866060359.381469
"CHN",1997,1237801448,421137990.682816,859559905.615816
"CHN",1998,1246836105,436338593.230744,852047813.001052
"CHN",1999,1255433236,451741234.451435,843955277.470446
"CHN",2000,1264099069,467333075.793128,835254446.008931
"CHN",2001,1272739582,485688779.18028,823707851.059825
"CHN",2002,1280926120,505913128.276282,810697882.291603
"CHN",2003,1288873367,526653295.210809,797398151.602895
"CHN",2004,1296816711,547802957.088822,783624228.741142
"CHN",2005,1304887562,569190541.804705,769382531.458293
"CHN",2006,1313086567,590254398.554821,755274990.050218
"CHN",2007,1321513224,611209850.609864,741055780.294636
"CHN",2008,1330167148,632377278.347879,726440208.442135
"CHN",2009,1339125595,653627196.581214,711510313.73648
"CHN",2010,1348191368,675095642.374711,696324189.721411
"CHN",2011,1357095481,696009432.456433,681934549.069506
"CHN",2012,1366560818,716366790.001878,667524994.901471
"CHN",2013,1376100308,736624247.443305,652893994.601155
"CHN",2014,1385189668,756942762.002322,638107054.613116
"CHN",2015,1393715448,777196398.153865,623154031.800615
"CHN",2016,1401889681,797203679.181657,607908489.555392
"CHN",2017,1410275957,816518923.497467,592241526.868773
"CHN",2018,1417069468,835826795.904123,577198625.455107
"CHN",2019,1421864031,855323611.008485,562938641.835578
"CHN",2020,1424929781,874841541.155213,549324780.135254
"CHN",2021,1425893465,894596837.892093,536474389.017555
"CHN",2022,1425887337,913886704.816146,523950892.37685
"CHN",2023,1425671352,932227060.824043,511510461.213224
"CHN",2024,1425178782,949675051.133339,499234135.633518
"CHN",2025,1424381924,966260739.450384,487176010.913769
"CHN",2026,1423255202,981990058.28401,475366597.859096
"CHN",2027,1421809059,996843096.826829,463821744.271219
"CHN",2028,1420045580,1010828243.42864,452564009.89326
"CHN",2029,1417974640,1023954702.18565,441611422.097084
"CHN",2030,1415605906,1036235968.70399,430982178.633267
"CHN",2031,1412946005,1047684130.45762,420686993.649131
"CHN",2032,1410012866,1058294127.30692,410727798.784497
"CHN",2033,1406810379,1068086317.44819,401114104.827769
"CHN",2034,1403314815,1077096878.87532,391860497.678135
"CHN",2035,1399547500,1085331775.49958,382962836.209561
"CHN",2036,1395546723,1092779456.33426,374416588.186134
"CHN",2037,1391338420,1099438293.69421,366213946.501959
"CHN",2038,1386952006,1105309335.70386,358352986.351281
"CHN",2039,1382367124,1110434761.13369,350841153.20584
"CHN",2040,1377556938,1114858430.97108,343687238.034875
"CHN",2041,1372522398,1118597404.19624,336889410.246258
"CHN",2042,1367267104,1121663500.39824,330450379.103102
"CHN",2043,1361737252,1124088634.82425,324382916.003975
"CHN",2044,1355912820,1126238113.9047,318328663.953483
"CHN",2045,1349756901,1128124480.9557,312314606.172182
"CHN",2046,1343210240,1129807423.17003,306357170.170174
"CHN",2047,1336262908,1131305043.32161,300464182.187717
"CHN",2048,1328873607,1132659317.13248,294645261.804797
"CHN",2049,1321004205,1133901930.37576,288911321.983263
"CHN",2050,1312636325,1135056271.00179,283267197.114174
"HKG",1990,5838574,5698245.49624617,27728.6885462101
"HKG",1991,5923447,5775484.44343302,9882.75914345144
"HKG",1992,6007685,5830638.92331239,985.238074233253
"HKG",1993,6089808,5878065.2854737,0
"HKG",1994,6168707,5943388.94682468,0
"HKG",1995,6243859,6037868.56814031,0
"HKG",1996,6333444,6151876.29353003,0
"HKG",1997,6441236,6271891.91639617,0
"HKG",1998,6546057,6402736.18149063,0
"HKG",1999,6641965,6518613.09115601,0
"HKG",2000,6731195,6597475.78253193,0
"HKG",2001,6801542,6643388.2199066,0
"HKG",2002,6848847,6670331.66312519,0
"HKG",2003,6886457,6681097.26089918,0
"HKG",2004,6915998,6691848.23361719,0
"HKG",2005,6936874,6720834.77370354,0
"HKG",2006,6960595,6760858.80589231,0
"HKG",2007,7001456,6796072.70259215,0
"HKG",2008,7050677,6831060.33647549,0
"HKG",2009,7094595,6873160.34248608,0
"HKG",2010,7132438,6919180.37002214,0
"HKG",2011,7175364,6958302.88191651,0
"HKG",2012,7234060,6980206.9653832,0
"HKG",2013,7296827,7004167.83897987,0
"HKG",2014,7352183,7041177.42988715,0
"HKG",2015,7399838,7095360.1957232,0
"HKG",2016,7435927,7172449.24540007,0
"HKG",2017,7461519,7269729.52826361,0
"HKG",2018,7481555,7376814.17833592,0
"HKG",2019,7496122,7485881.49979416,0
"HKG",2020,7500958,7595337.02228435,0
"HKG",2021,7494578,7702849.17976703,0
"HKG",2022,7488865,7800307.38970458,0
"HKG",2023,7491609,7883383.26252745,0
"HKG",2024,7496681,7962333.73142061,0
"HKG",2025,7499791,8047872.4007109,0
"HKG",2026,7500962,8138018.69680182,0
"HKG",2027,7500208,8234955.75056052,0
"HKG",2028,7497463,8334689.34758331,0
"HKG",2029,7492674,8430995.93015791,0
"HKG",2030,7485887,8521658.02128726,0
"HKG",2031,7476879,8606864.44170087,0
"HKG",2032,7465577,8686643.91245311,0
"HKG",2033,7452152,8762913.18266187,0
"HKG",2034,7436708,8833347.3628385,0
"HKG",2035,7419486,8901981.75453124,0
"HKG",2036,7400466,8966640.20887333,0
"HKG",2037,7379746,9027173.02194411,0
"HKG",2038,7357445,9085623.60982651,0
"HKG",2039,7333541,9144248.46060041,0
"HKG",2040,7308138,9198458.07509382,0
"HKG",2041,7281091,9252907.84032228,0
"HKG",2042,7252429,9307592.80787168,0
"HKG",2043,7222400,9362224.32986265,0
"HKG",2044,7191087,9416718.36260638,0
"HKG",2045,7158430,9471176.78038341,0
"HKG",2046,7124458,9525586.92885831,0
"HKG",2047,7089171,9584625.48018661,0
"HKG",2048,7052591,9641352.5185283,0
"HKG",2049,7014690,9702852.15740111,0
"HKG",2050,6975391,9764615.2022159,0
"MAC",1990,350227,336901.495315895,982.220102961793
"MAC",1991,362390,344827.395899445,976.848147023925
"MAC",1992,372370,352890.941805194,974.836855815452
"MAC",1993,380712,359589.400911975,0
"MAC",1994,388779,367519.850609215,0
"MAC",1995,396641,373700.651218608,0
"MAC",1996,404297,382018.664496645,0
"MAC",1997,411700,392528.540199174,0
"MAC",1998,418776,401407.912583338,0
"MAC",1999,425518,412581.841426215,0
"MAC",2000,431896,424139.144608887,0
"MAC",2001,439122,436880.86682061,0
"MAC",2002,449665,448335.983454349,0
"MAC",2003,462533,457480.871635105,0
"MAC",2004,475529,466514.134784629,0
"MAC",2005,488619,477445.617137279,0
"MAC",2006,501863,484293.522335777,0
"MAC",2007,515330,492919.100382279,0
"MAC",2008,529038,499389.457846128,0
"MAC",2009,543021,507577.055031021,0
"MAC",2010,557297,517442.225599635,0
"MAC",2011,571003,527844.862461318,0
"MAC",2012,582766,543904.414464811,0
"MAC",2013,593374,559134.710991719,0
"MAC",2014,604167,574213.75215793,0
"MAC",2015,615239,587090.545300282,0
"MAC",2016,626688,597656.25,0
"MAC",2017,638609,607772.518082269,0
"MAC",2018,650991,613563.013927996,0
"MAC",2019,663653,621053.472221176,0
"MAC",2020,676283,628588.919135924,0
"MAC",2021,686607,638274.879224942,0
"MAC",2022,695168,649604.124470632,0
"MAC",2023,704149,660547.696581263,0
"MAC",2024,713082,671541.28136736,0
"MAC",2025,721922,680684.339859431,0
"MAC",2026,730610,691916.343877034,0
"MAC",2027,739126,701368.914095838,0
"MAC",2028,747446,711009.223408781,0
"MAC",2029,755534,720872.919021513,0
"MAC",2030,763371,729024.288321144,0
"MAC",2031,770958,737415.008340273,0
"MAC",2032,778280,746060.54376317,0
"MAC",2033,785332,753007.64517427,0
"MAC",2034,792125,762163.799905318,0
"MAC",2035,798680,769589.823208294,0
"MAC",2036,805019,777225.133816717,0
"MAC",2037,811150,783096.837822844,0
"MAC",2038,817113,791097.436951805,0
"MAC",2039,822949,797254.750901939,0
"MAC",2040,828668,805496.290432357,0
"MAC",2041,834288,811864.727767869,0
"MAC",2042,839836,818303.811696569,0
"MAC",2043,845330,824796.233423633,0
"MAC",2044,850776,831336.332947803,0
"MAC",2045,856168,837930.172582951,0
"MAC",2046,861486,844597.590674718,0
"MAC",2047,866719,849368.711197055,0
"MAC",2048,871846,856224.608474432,0
"MAC",2049,876823,863230.093188705,0
"MAC",2050,881666,870370.412378384,0
"TWN",1990,20586174,13278761.5610361,6762715.98598166
"TWN",1991,20770620,13615041.7272089,6655386.45452086
"TWN",1992,20952222,13821074.7289715,6663344.01191434
"TWN",1993,21125717,14017644.9869133,6664985.99787169
"TWN",1994,21293437,14199148.6860482,6657675.69603723
"TWN",1995,21455813,14361872.3746334,6640733.49259709
"TWN",1996,21612429,14504337.8511504,6614088.772715
"TWN",1997,21764843,14627101.9276362,6577704.78748687
"TWN",1998,21913672,14742449.3713331,6538512.8060692
"TWN",1999,22057214,14867909.2019509,6502311.03529213
"TWN",2000,22194731,15015120.4806222,6475818.06690966
"TWN",2001,22333125,15210152.4081381,6432149.10586852
"TWN",2002,22469616,15447149.831132,6373981.82505656
"TWN",2003,22593681,15700510.1559148,6321471.83099558
"TWN",2004,22703099,15955736.8797978,6267724.50756613
"TWN",2005,22796306,16201441.5844392,6209891.59383981
"TWN",2006,22874975,16432282.002494,6145713.20842974
"TWN",2007,22942308,16649295.1363045,6074917.65867671
"TWN",2008,22998321,16858033.288604,6001854.6571291
"TWN",2009,23044082,17062923.617439,5927026.2100265
"TWN",2010,23083083,17268139.9620666,5852792.54075376
"TWN",2011,23143071,17454565.7747842,5772439.18925021
"TWN",2012,23234058,17610665.8595756,5683314.72702702
"TWN",2013,23330334,17757354.0095911,5592315.9951332
"TWN",2014,23422513,17900726.7068226,5502764.15686054
"TWN",2015,23512136,18043151.8429461,5414743.47545455
"TWN",2016,23594471,18189067.5150123,5330520.99366839
"TWN",2017,23665024,18340483.8296382,5248553.2657816
"TWN",2018,23726185,18492879.9973531,5168978.66218273
"TWN",2019,23777737,18647508.5496992,5090770.83323783
"TWN",2020,23821464,18799265.9057395,5015270.59797836
"TWN",2021,23859912,18947387.6098118,4938707.56941602
"TWN",2022,23893394,19089624.4376165,4863018.24680077
"TWN",2023,23923276,19224873.3827257,4787934.22773704
"TWN",2024,23950214,19355391.6470224,4712538.64370481
"TWN",2025,23974031,19478490.9137725,4637688.17183894
"TWN",2026,23994081,19596488.5256493,4563717.02671171
"TWN",2027,24009993,19708865.7210354,4489509.34721222
"TWN",2028,24021443,19813047.8672743,4415955.56936359
"TWN",2029,24027582,19911547.4041458,4343405.96569393
"TWN",2030,24027999,20003879.7238172,4270750.92686661
"TWN",2031,24021923,20089679.9560968,4199134.26581211
"TWN",2032,24009135,20169135.4978012,4128591.55483944
"TWN",2033,23989011,20241940.278405,4058050.07968023
"TWN",2034,23960879,20305811.0681165,3988461.65034263
"TWN",2035,23924394,20358342.2008516,3918552.75414708
"TWN",2036,23878755,20402903.1245557,3849794.51399371
"TWN",2037,23824250,20434687.807591,3780654.1653987
"TWN",2038,23761037,20459124.9531744,3711588.85026777
"TWN",2039,23689050,20474412.608357,3642451.68126202
"TWN",2040,23608730,20481174.9721395,3572168.8544873
"TWN",2041,23520143,20481073.6907509,3503049.23741323
"TWN",2042,23423626,20470219.5979393,3432580.2503848
"TWN",2043,23320094,20453284.3220958,3363235.84287439
"TWN",2044,23210464,20430480.3212896,3293869.00666872
"TWN",2045,23095226,20401375.9813392,3224410.62061917
"TWN",2046,22974401,20369589.6576368,3157291.45669565
"TWN",2047,22848796,20332668.2071125,3090095.7757249
"TWN",2048,22718573,20293241.8334549,3024079.02116035
"TWN",2049,22583802,20251263.2726766,2959222.94217776
"TWN",2050,22445526,20204921.4618539,2894243.15562932
"PRK",1990,20799523,11559470.0897708,8239342.07529663
"PRK",1991,21115534,11773624.4321361,8340992.65498093
"PRK",1992,21439991,11998338.4321383,8449424.06925451
"PRK",1993,21773017,12218686.0920561,8552103.55092268
"PRK",1994,22105225,12414666.8491273,8648682.83403585
"PRK",1995,22385536,12601810.7853214,8750850.54921178
"PRK",1996,22614347,12779845.7324459,8844877.54609939
"PRK",1997,22827373,12931917.0891894,8921330.10662243
"PRK",1998,23023636,13071744.9667811,8988904.74988399
"PRK",1999,23204498,13213352.6870523,9055770.48036118
"PRK",2000,23367059,13367611.5167082,9131541.7143424
"PRK",2001,23512522,13537709.4384005,9217959.2644294
"PRK",2002,23638411,13724736.9969157,9314695.26441519
"PRK",2003,23781707,13896122.7636015,9400667.66443637
"PRK",2004,23948930,14043437.0136787,9469634.34274517
"PRK",2005,24100982,14179156.0194518,9529471.95263662
"PRK",2006,24235761,14305098.52775,9582400.65166512
"PRK",2007,24356506,14422128.1985191,9630320.70363459
"PRK",2008,24469047,14530957.6216842,9670729.71824363
"PRK",2009,24581509,14655005.0283732,9690057.31096492
"PRK",2010,24686435,14791200.7545845,9706725.49519605
"PRK",2011,24783789,14933675.4763366,9726689.57115476
"PRK",2012,24887770,15075516.3680796,9744759.45414153
"PRK",2013,25001819,15211369.460758,9758821.54814416
"PRK",2014,25126131,15340423.1634389,9767449.15482611
"PRK",2015,25258015,15460416.6637798,9769576.11277054
"PRK",2016,25389611,15580726.7783662,9765680.61637494
"PRK",2017,25516321,15706398.3479437,9759305.77923048
"PRK",2018,25638149,15836212.7858762,9747666.96300891
"PRK",2019,25755441,15967348.2197412,9731242.1868451
"PRK",2020,25867467,16103506.3850666,9711053.69536182
"PRK",2021,25971909,16242912.9102524,9687194.92279139
"PRK",2022,26069416,16386192.0804056,9658397.83292422
"PRK",2023,26160821,16531849.1724705,9625329.95428546
"PRK",2024,26244582,16681889.5420015,9587534.33375315
"PRK",2025,26319924,16835854.6931974,9546257.99831337
"PRK",2026,26387425,16991787.5654786,9500892.18633497
"PRK",2027,26446694,17152637.3012823,9450900.55490489
"PRK",2028,26497102,17316226.8839815,9397110.48400689
"PRK",2029,26537870,17480820.5029266,9338049.43652222
"PRK",2030,26569401,17646203.7665057,9273542.59887153
"PRK",2031,26592481,17811900.1382383,9203285.43244987
"PRK",2032,26606610,17978956.0564085,9128771.53459234
"PRK",2033,26611771,18145763.3916961,9049630.85696176
"PRK",2034,26608668,18311207.4606666,8964250.29618168
"PRK",2035,26598048,18476161.8596974,8875047.67267132
"PRK",2036,26579554,18641243.6040123,8779758.60693524
"PRK",2037,26553492,18804240.3236456,8680288.82980815
"PRK",2038,26521434,18965773.0045819,8576430.36948907
"PRK",2039,26484115,19126033.0201708,8469269.14491951
"PRK",2040,26441399,19282687.7276804,8357194.56447823
"PRK",2041,26393589,19438676.1876151,8243080.16617217
"PRK",2042,26341393,19590727.7189175,8127413.11744599
"PRK",2043,26285495,19737291.2322937,8011018.20604862
"PRK",2044,26226715,19879481.7421854,7893959.23202734
"PRK",2045,26165201,20017162.2606683,7776206.84052838
"PRK",2046,26100272,20150832.2212121,7657976.85939825
"PRK",2047,26032162,20282838.8591005,7540803.64128035
"PRK",2048,25960806,20409666.4410188,7424144.30430242
"PRK",2049,25885944,20534340.9535306,7307321.53326145
"PRK",2050,25807197,20656140.2232098,7191473.91326536
"JPN",1990,123686321,96944966.8084153,28406277.6190101
"JPN",1991,124073993,97469599.1286425,28342452.3945159
"JPN",1992,124444693,97977632.9794956,28266129.6291679
"JPN",1993,124779576,98475068.7083598,28188412.8537189
"JPN",1994,125119269,98919529.9486604,28094319.2850655
"JPN",1995,125433969,99332664.62293,27990426.1819221
"JPN",1996,125726223,99704363.1542164,27884260.2310578
"JPN",1997,126027985,100018643.37512,27765446.8727719
"JPN",1998,126308390,100310933.066283,27639982.3796345
"JPN",1999,126555063,100604208.778277,27515534.8387761
"JPN",2000,126803861,100881552.305414,27386790.8485847
"JPN",2001,127065731,102695274.967568,25690404.2207887
"JPN",2002,127301750,104922221.312747,23584868.4091146
"JPN",2003,127502352,107019682.240842,21616475.1847087
"JPN",2004,127671288,108982306.922446,19776712.0670076
"JPN",2005,127798373,110805186.66697,18070702.0425057
"JPN",2006,127902167,112352369.323031,16613666.7958096
"JPN",2007,128006426,113714069.573351,15293454.1270608
"JPN",2008,128077633,114964445.821699,14059663.3293496
"JPN",2009,128117042,116101431.189771,12915100.0848115
"JPN",2010,128105431,117147953.173039,11852172.543723
"JPN",2011,128007257,117484055.18134,11520623.2409152
"JPN",2012,127853688,117581987.216513,11418886.626094
"JPN",2013,127678924,117636315.724277,11313909.208696
"JPN",2014,127476735,117647960.892629,11204998.5826826
"JPN",2015,127250933,117609419.806769,11093767.18676
"JPN",2016,126993857,117528815.429238,10977805.9894661
"JPN",2017,126662472,117449866.381891,10860990.0176273
"JPN",2018,126255866,117380424.066791,10742562.2822151
"JPN",2019,125791677,117306283.825121,10621027.4945297
"JPN",2020,125244761,117259879.636802,10499859.6787613
"JPN",2021,124612530,117244276.935875,10379164.1498652
"JPN",2022,123951692,117211486.294193,10255396.6024118
"JPN",2023,123294513,117128045.560308,10124710.3186173
"JPN",2024,122631432,117008494.885716,9990279.91453284
"JPN",2025,121960408,116854678.44614,9850178.92035914
"JPN",2026,121282488,116665349.840119,9706460.74641872
"JPN",2027,120600599,116443420.318335,9559154.37866109
"JPN",2028,119912238,116195101.787692,9408638.71625847
"JPN",2029,119217097,115920592.161374,9254957.11407903
"JPN",2030,118514802,115625065.972772,9099408.52789004
"JPN",2031,117805680,115312100.061729,8942130.88027674
"JPN",2032,117090083,114982257.85697,8784209.40225997
"JPN",2033,116368193,114637375.953754,8623584.41021766
"JPN",2034,115641077,114277250.928751,8463417.11258881
"JPN",2035,114907058,113903577.620097,8301709.36932351
"JPN",2036,114164955,113520464.349152,8139721.20428725
"JPN",2037,113416742,113127942.292682,7977380.976082
"JPN",2038,112664566,112730828.226862,7815844.10488032
"JPN",2039,111910716,112326831.221418,7654952.97161712
"JPN",2040,111157201,111920973.828767,7493736.3707098
"JPN",2041,110405207,111511991.386421,7334253.82735798
"JPN",2042,109654640,111103996.47475,7176643.50546406
"JPN",2043,108903960,110696545.837268,7020942.35140761
"JPN",2044,108155545,110298250.653723,6870547.15502566
"JPN",2045,107412293,109901225.700488,6721905.40611585
"JPN",2046,106674353,109512316.339055,6578437.81813235
"JPN",2047,105942538,109127755.783989,6436789.22436236
"JPN",2048,105216618,108751794.322072,6299238.54804001
"JPN",2049,104497283,108378677.989168,6164530.03854655
"JPN",2050,103784357,108013657.636285,6033896.03309871
"MNG",1990,2161433,1259009.18511006,947793.431487351
"MNG",1991,2200077,1274297.2177792,961771.792532716
"MNG",1992,2236494,1280714.81524207,968810.110825247
"MNG",1993,2270311,1284419.62356699,973286.919721571
