"iso3c","year","pop","urban","rural"
"UKR",2045,34310784,31505389.3259915,9508688.60938882
"UKR",2046,34030556,31541775.1035275,9322049.77785259
"UKR",2047,33746167,31584537.3490862,9141071.10297889
"UKR",2048,33457707,31629002.3999553,8963845.43029204
"UKR",2049,33164600,31675840.625245,8790498.66423837
"UKR",2050,32867719,31724352.6999851,8620772.10164782
"DNK",1990,5144623,4358928.14692155,778451.404505247
"DNK",1991,5158325,4372179.92274624,779497.220512473
"DNK",1992,5175469,4388056.81185609,780476.513336279
"DNK",1993,5193775,4405644.83444123,782581.648223113
"DNK",1994,5213800,4424622.54018182,783578.96351989
"DNK",1995,5235197,4445133.77433552,785670.147656335
"DNK",1996,5256007,4466144.16609415,787849.026837293
"DNK",1997,5277382,4488525.56059046,790092.511779515
"DNK",1998,5298992,4508857.53365923,792150.658087425
"DNK",1999,5319854,4529826.57042844,794320.295256223
"DNK",2000,5340655,4545293.60162752,796051.420659077
"DNK",2001,5360748,4559661.45023045,795591.958435651
"DNK",2002,5378697,4574297.45531306,791013.883102171
"DNK",2003,5396355,4590029.01032271,787632.20729548
"DNK",2004,5415586,4612255.9959347,778187.254343297
"DNK",2005,5436313,4642744.08040891,764980.603581876
"DNK",2006,5457864,4675094.13939226,755077.07777255
"DNK",2007,5479722,4711625.88175094,748669.366803644
"DNK",2008,5502751,4750894.59799289,742358.503955567
"DNK",2009,5526452,4789474.87465738,738073.179682009
"DNK",2010,5550849,4824605.209041,734548.895132979
"DNK",2011,5576016,4861080.92229291,728911.825217144
"DNK",2012,5600959,4896891.7644282,722163.829444208
"DNK",2013,5625385,4931160.62278404,717478.359258966
"DNK",2014,5650653,4962694.40009854,714684.125887751
"DNK",2015,5677796,4988825.06521897,711401.0436444
"DNK",2016,5706857,5010511.39006988,706636.244784125
"DNK",2017,5737284,5029119.70193562,701598.177813753
"DNK",2018,5766686,5046752.1553974,696585.525898237
"DNK",2019,5795878,5063693.54220361,690503.664845947
"DNK",2020,5825641,5082887.18786482,685612.621855689
"DNK",2021,5854240,5104089.51460822,679882.614993577
"DNK",2022,5882261,5128539.68907534,675461.357461017
"DNK",2023,5910913,5151557.12831503,669871.134966798
"DNK",2024,5939695,5176326.39386366,664394.383886715
"DNK",2025,5968467,5199228.54562151,658819.928132299
"DNK",2026,5996995,5223328.01678174,652297.358927263
"DNK",2027,6024988,5246897.58718192,646837.138928741
"DNK",2028,6052267,5272072.10124735,640476.700713964
"DNK",2029,6078801,5294149.78381427,633994.434099751
"DNK",2030,6104474,5318840.73877618,627719.93131595
"DNK",2031,6129146,5339774.90501939,620261.941875752
"DNK",2032,6152709,5362552.33263917,614017.662788863
"DNK",2033,6175218,5385358.21731314,606800.925894438
"DNK",2034,6196753,5407136.93122834,599589.656066653
"DNK",2035,6217243,5427950.62055641,592390.549959202
"DNK",2036,6236819,5448668.62418165,584207.430101787
"DNK",2037,6255495,5469183.49387219,577100.613140927
"DNK",2038,6273360,5487639.79749289,568906.614637132
"DNK",2039,6290573,5506659.88615028,560781.664881721
"DNK",2040,6307040,5526327.40556584,552730.916563079
"DNK",2041,6322892,5544654.24998561,544651.877653453
"DNK",2042,6338111,5563531.15305175,536634.022345143
"DNK",2043,6352693,5581086.63522698,528590.001122359
"DNK",2044,6366856,5599005.53742695,520586.927048452
"DNK",2045,6380630,5617262.55871285,512620.540604925
"DNK",2046,6394059,5635820.06359341,504685.677751801
"DNK",2047,6407171,5655555.15843108,497837.813287643
"DNK",2048,6419976,5672778.21599333,489877.220724813
"DNK",2049,6432605,5692036.11911504,482010.631773597
"DNK",2050,6445109,5710424.13712476,475133.934895438
"EST",1990,1570674,1110972.10496895,448374.392139935
"EST",1991,1565627,1087615.37709812,442956.080854508
"EST",1992,1540381,1064436.65560663,437426.195207549
"EST",1993,1504436,1040506.87433696,431236.689363988
"EST",1994,1475727,1013967.35304023,424543.292899025
"EST",1995,1452775,993292.83612397,420201.338817091
"EST",1996,1434670,982450.319585689,419073.375758885
"EST",1997,1421490,978030.095181816,420572.779266826
"EST",1998,1411147,978117.091982621,424748.094989395
"EST",1999,1403498,976349.093479292,428153.086074936
"EST",2000,1396877,973170.86615357,429959.115942205
"EST",2001,1387995,966781.580625291,429234.975630316
"EST",2002,1379240,958606.188915635,428164.06136713
"EST",2003,1370660,948616.724789517,426727.270074271
"EST",2004,1362480,940047.560331161,425474.135400153
"EST",2005,1354662,932920.536635707,424418.784907231
"EST",2006,1346709,928262.898666304,425036.143665781
"EST",2007,1340574,922351.171960668,425083.583599264
"EST",2008,1337011,918047.794670351,424947.887489333
"EST",2009,1334552,911305.816483734,424142.333906809
"EST",2010,1331535,907316.743457739,425148.418930032
"EST",2011,1327429,904068.692186173,426504.167077863
"EST",2012,1322682,902579.002360356,424743.059934285
"EST",2013,1317982,902060.877917908,421964.03289271
"EST",2014,1314526,902378.499930774,419104.681078959
"EST",2015,1314657,900234.814099799,415108.275390463
"EST",2016,1315926,897998.823642059,412081.682404634
"EST",2017,1317549,894843.379639011,407650.872946661
"EST",2018,1322148,889688.597645649,402336.954713088
"EST",2019,1327039,884374.912869931,396986.071999391
"EST",2020,1329444,880067.155893742,391140.958174996
"EST",2021,1328701,878527.223205221,387528.119569414
"EST",2022,1326062,877560.777701193,383201.539596188
"EST",2023,1322765,877026.531545664,379070.356412515
"EST",2024,1319041,876773.35276159,375064.156459124
"EST",2025,1314900,875138.793824625,370887.519963495
"EST",2026,1310378,875414.575031022,367109.337916235
"EST",2027,1305538,873555.576321792,361873.802217936
"EST",2028,1300424,872565.409435692,357975.552589002
"EST",2029,1295047,871060.27812118,352896.072497755
"EST",2030,1289441,869706.330107388,347882.532042955
"EST",2031,1283666,868464.226675786,342917.082792564
"EST",2032,1277795,869655.930724412,339496.554611655
"EST",2033,1271864,868521.319889548,334570.362868986
"EST",2034,1265905,867404.742062003,329652.699057196
"EST",2035,1259966,866273.375630771,324730.984804352
"EST",2036,1254066,866796.484395558,320062.899400829
"EST",2037,1248225,865597.147950089,315116.265096437
"EST",2038,1242444,865326.726999366,309184.156388537
"EST",2039,1236710,865740.553565509,304468.307040454
"EST",2040,1230997,866143.459326059,299744.028620703
"EST",2041,1225300,864839.631110748,294765.363584428
"EST",2042,1219594,865241.219618988,290035.864394216
"EST",2043,1213847,865675.822405954,285312.728869454
"EST",2044,1208043,866155.426586636,280599.283303657
"EST",2045,1202180,866682.194014208,275895.4565872
"EST",2046,1196252,865543.380491736,270969.661910701
"EST",2047,1190245,866927.397300556,267497.868085982
"EST",2048,1184160,865906.634238616,262603.026618025
"EST",2049,1177982,864953.793861027,257728.89568771
"EST",2050,1171695,864836.838938461,254076.359462147
"FRO",1990,47479,15164.5990859117,33362.1179890057
"FRO",1991,46810,15381.3287759026,33838.9233069857
"FRO",1992,46005,15324.4212585589,32692.0986849256
"FRO",1993,45096,15300.6918573709,31621.4298385666
"FRO",1994,44131,15635.267725635,32312.8866329791
"FRO",1995,43805,16801.7349617624,31503.2530533044
"FRO",1996,44138,16674.9739453532,31265.5761475373
"FRO",1997,44495,16541.1844027419,31014.720755141
"FRO",1998,44865,17808.9825030647,31427.616181879
"FRO",1999,45203,17675.817976683,31192.6199588523
"FRO",2000,45660,17498.9049496277,30880.420499343
"FRO",2001,46245,18683.1008757704,31138.5014596173
"FRO",2002,46813,18456.4116805161,30760.6861341935
"FRO",2003,47392,19243.7542201215,29372.0459149223
"FRO",2004,47989,19004.3551647252,29006.6473566859
"FRO",2005,48291,18885.5066161397,28825.2469404237
"FRO",2006,48313,18876.9068366692,28812.120961232
"FRO",2007,48361,20264.2625255888,29383.1806621038
"FRO",2008,48411,20243.3331267687,29352.8330338146
"FRO",2009,48429,20235.8091226331,29341.923227818
"FRO",2010,48410,20243.7512910556,29353.4393720306
"FRO",2011,48386,20253.7924192948,29367.9990079775
"FRO",2012,48392,20251.2812035047,29364.3577450818
"FRO",2013,48418,20240.4064604073,29348.5893675906
"FRO",2014,48465,20220.777880945,29320.1279273703
"FRO",2015,48816,20075.3851196329,29109.3084234677
"FRO",2016,49500,21212.1212121212,29292.9292929293
"FRO",2017,50230,20903.8423253036,28867.2108301812
"FRO",2018,50955,20606.4174271416,28456.4812089098
"FRO",2019,51681,20316.9443315725,28056.7326483621
"FRO",2020,52415,20032.4334637031,27663.836687971
"FRO",2021,52889,19852.8994686986,27415.9087901076
"FRO",2022,53090,21133.9235260878,27858.3537389339
"FRO",2023,53270,21062.5117326826,27764.2200112634
"FRO",2024,53444,20993.9375795225,27673.8268093706
"FRO",2025,53623,20923.8573000392,27581.4482591425
"FRO",2026,53801,20854.630954815,27490.1953495288
"FRO",2027,53982,22155.5333259235,27935.2376718165
"FRO",2028,54175,22076.6035994462,27835.7175819105
"FRO",2029,54377,21994.5933023153,27732.3132942237
"FRO",2030,54583,21911.5841928806,27627.6496345016
"FRO",2031,54804,23209.9846726516,28045.3981461207
"FRO",2032,55038,23111.3049166031,27926.160107562
"FRO",2033,55276,23011.7953542224,27805.9193863521
"FRO",2034,55526,22908.1871555668,27680.7261463098
"FRO",2035,55786,23751.4788656652,26601.656329545
"FRO",2036,56048,23640.451041964,26477.3051669997
"FRO",2037,56315,23528.3672201012,26351.7712865134
"FRO",2038,56581,24813.9834926919,26722.7514536682
"FRO",2039,56839,24701.3494255705,26601.4532275374
"FRO",2040,57089,24593.1790712747,26484.9620767573
"FRO",2041,57340,24485.5249389606,26369.0268573422
"FRO",2042,57586,25787.5177994651,26742.6110512972
"FRO",2043,57822,25215.3159697001,25215.3159697001
"FRO",2044,58063,25110.6556671202,25110.6556671202
"FRO",2045,58303,26413.735142274,25470.3874586213
"FRO",2046,58536,26308.5964192975,25369.0036900369
"FRO",2047,58772,26202.9537875179,25267.1340093922
"FRO",2048,58999,25627.553009373,23797.0135087035
"FRO",2049,59221,26933.0136269229,24146.8398034481
"FRO",2050,59444,26831.9763138416,24056.2546262028
"FIN",1990,4986545,3972518.04606195,1032954.88158635
"FIN",1991,5013854,4011112.60918248,1013038.67244639
"FIN",1992,5042121,4044307.94104306,1003572.70283676
"FIN",1993,5066605,4082342.31798216,995058.426697957
"FIN",1994,5088490,4119878.58873654,985645.643403053
"FIN",1995,5107943,4154784.02950072,977301.430340942
"FIN",1996,5124718,4181998.69729417,967312.737988705
"FIN",1997,5139943,4206845.0953639,957240.187293906
"FIN",1998,5153544,4229380.79116041,947100.67479777
"FIN",1999,5165491,4248807.13179057,935719.373047015
"FIN",2000,5176209,4273713.05911334,926104.799864148
"FIN",2001,5188002,4294733.1169109,919297.448227661
"FIN",2002,5200596,4311258.3634645,914175.221455387
"FIN",2003,5212989,4332439.60422706,910614.620518094
"FIN",2004,5228141,4350502.02356822,905393.714515351
"FIN",2005,5246071,4370745.26822073,901215.595442761
"FIN",2006,5266251,4390944.14603482,896826.793861516
"FIN",2007,5288689,4413756.98211787,893570.410360677
"FIN",2008,5313350,4435711.74494434,888944.263035561
"FIN",2009,5338815,4459658.93180415,885527.968285097
"FIN",2010,5363271,4497287.19656344,871443.192037098
"FIN",2011,5388166,4544703.33690536,845130.792184205
"FIN",2012,5413859,4591271.40178568,820869.734509155
"FIN",2013,5438872,4626407.09323551,808721.551086328
"FIN",2014,5461440,4647922.52592723,808638.564188199
"FIN",2015,5479461,4674164.84942588,810375.327062279
"FIN",2016,5495219,4699645.09148771,811146.926082473
"FIN",2017,5508140,4726570.49385092,813335.173034818
"FIN",2018,5515461,4754769.18429847,813897.514641115
"FIN",2019,5521537,4785963.03891471,814782.007256313
"FIN",2020,5529468,4815609.74762852,815384.04779628
"FIN",2021,5535992,4845674.63247779,815027.911890046
"FIN",2022,5540745,4879239.34416762,815065.12210903
"FIN",2023,5545475,4911022.95114485,814947.321915616
"FIN",2024,5549886,4944184.79947156,813845.005104609
"FIN",2025,5553985,4974933.49369867,811463.300675101
"FIN",2026,5557511,5006268.09375636,809145.496967977
"FIN",2027,5560463,5037314.33875201,805724.271521994
"FIN",2028,5562880,5067008.81557754,802216.477795674
"FIN",2029,5564606,5096516.08757206,797617.117905562
"FIN",2030,5565475,5124958.78608744,792976.520422785
"FIN",2031,5565535,5154219.31584295,788426.090214148
"FIN",2032,5564876,5180492.79085464,781472.93848057
"FIN",2033,5563499,5208402.12247724,775763.597692747
"FIN",2034,5561441,5234176.53805911,768815.1326248
"FIN",2035,5558658,5259792.92124106,760765.458137558
"FIN",2036,5555219,5285056.80874147,753816.546206369
"FIN",2037,5551302,5309931.25576666,745729.920656451
"FIN",2038,5546832,5334485.8831131,736512.661641816
"FIN",2039,5541771,5359678.70198895,727340.05068055
"FIN",2040,5536212,5385429.06232637,718197.207765888
"FIN",2041,5530170,5411730.92328084,709079.829372334
"FIN",2042,5523795,5438445.3079812,699966.59905011
"FIN",2043,5517065,5464662.46092805,689683.917082724
"FIN",2044,5509954,5492286.86845662,680582.088344113
"FIN",2045,5502517,5520336.9657922,671478.343456277
"FIN",2046,5494829,5550756.90253509,662475.392773824
"FIN",2047,5486833,5579590.26637042,653350.302442229
"FIN",2048,5478418,5610990.98316339,644339.661559231
"FIN",2049,5469791,5642742.10842791,635303.981450114
"FIN",2050,5460917,5673811.19324831,627320.283388303
"ISL",1990,255019,230982.789517644,23998.211897937
"ISL",1991,257991,233101.154691443,22911.6519568512
"ISL",1992,261262,235855.195168069,22888.9007969012
"ISL",1993,263932,239152.508979586,22918.7821105436
"ISL",1994,266224,240887.373039245,22894.2544624076
"ISL",1995,267681,244376.702119314,21944.0303943873
"ISL",1996,269137,248795.223250612,22070.5439980382
"ISL",1997,271356,252520.673948614,22133.2861628267
"ISL",1998,274285,255588.165594181,22137.5576498897
"ISL",1999,277626,255422.762997702,20952.6485271552
"ISL",2000,281462,257654.674520894,20890.9195557482
"ISL",2001,285238,259944.327193431,20835.2323322979
"ISL",2002,287798,261433.366458419,20795.8359682833
"ISL",2003,289801,265340.699307456,20869.4932039572
"ISL",2004,292361,268743.095009252,20902.2407229418
"ISL",2005,297029,272128.310703669,20856.5493605002
"ISL",2006,304070,275265.563850429,20718.9134080968
"ISL",2007,311853,279650.989408471,20605.8623774663
"ISL",2008,317715,283870.764679036,20556.1588215854
"ISL",2009,318800,294328.732747804,20881.4303638645
"ISL",2010,318333,302513.4057732,21175.938404124
"ISL",2011,319293,307466.8094822,21309.580855202
"ISL",2012,320979,309771.044211615,21328.4981260456
"ISL",2013,324024,308810.458484557,21192.8746018813
"ISL",2014,327644,309274.700589664,21086.9114038408
"ISL",2015,331060,308010.632513744,20932.7614329729
"ISL",2016,335675,309513.666492887,20832.650629329
"ISL",2017,343632,306112.352749453,20472.48219025
"ISL",2018,352946,303576.184458812,20110.7251534229
"ISL",2019,360774,302460.820347364,19848.9913352958
"ISL",2020,366669,301214.446817157,19644.4204445972
"ISL",2021,370335,303643.998001809,19620.07371704
"ISL",2022,372899,305165.741930121,19597.7999404665
"ISL",2023,375318,308618.291688648,19639.3458347321
"ISL",2024,377689,310297.625824422,19627.2594647978
"ISL",2025,380010,312018.104786716,19617.9047919792
"ISL",2026,382260,315612.410401298,19667.2421911788
"ISL",2027,384427,317459.491659015,19665.6322266646
"ISL",2028,386498,319385.870043312,19668.9245481219
"ISL",2029,388471,320510.411330576,18688.6537218994
"ISL",2030,390338,322605.0243635,18701.7405428116
"ISL",2031,392103,324784.559159201,18719.5711330951
"ISL",2032,393776,327041.2620373,18741.6196009914
"ISL",2033,395352,329379.89437261,18768.0851494365
"ISL",2034,396829,331802.867229966,18799.0293048139
"ISL",2035,398209,334309.370205093,18834.3307157799
"ISL",2036,399498,334169.382575132,17834.8827778862
"ISL",2037,400700,336825.555278263,17876.2166209134
"ISL",2038,401804,339568.54585818,17921.6732536261
"ISL",2039,402812,340555.892078687,17923.9943199309
"ISL",2040,403737,343456.259891959,17977.0494158326
"ISL",2041,404576,343688.206912916,16995.5706715178
"ISL",2042,405341,344882.456993001,17007.9019886959
"ISL",2043,406027,347994.098914604,17067.8304644765
"ISL",2044,406626,349333.293985136,17086.9545970991
"ISL",2045,407149,349832.616560522,16116.9498144414
"ISL",2046,407601,351299.432533286,16140.7847380159
"ISL",2047,407977,352833.615620488,16167.5780742542
"ISL",2048,408304,354412.398604961,16196.2655276461
"ISL",2049,408575,356042.342287218,16227.1308817231
"ISL",2050,408783,356815.229596143,15264.8226565195
"IRL",1990,3485374,2080754.60481429,1573877.86791317
"IRL",1991,3504805,2082459.93714344,1566181.28540675
"IRL",1992,3528367,2091331.20222471,1559343.74173662
"IRL",1993,3545700,2109271.51197225,1558053.98087825
"IRL",1994,3559398,2133770.37352946,1562115.55999076
"IRL",1995,3579482,2158277.65022984,1565669.27840397
"IRL",1996,3606728,2184495.19897259,1570265.34853751
"IRL",1997,3640150,2212408.00516462,1574899.93544222
"IRL",1998,3678667,2242660.18098404,1580056.03660239
"IRL",1999,3719912,2281735.69697348,1591908.62579545
"IRL",2000,3768950,2325361.97084069,1605388.23810345
"IRL",2001,3829018,2370502.8286626,1620149.86610144
"IRL",2002,3894258,2421789.2086246,1637668.58795694
"IRL",2003,3958705,2482971.07261087,1660429.35758032
"IRL",2004,4031954,2545836.08840775,1682545.73340866
"IRL",2005,4121216,2604746.754356,1702081.37598223
"IRL",2006,4234806,2656711.07484026,1717613.51051264
"IRL",2007,4359834,2703460.72809194,1733039.3771873
"IRL",2008,4452392,2768186.17947386,1759739.48385497
"IRL",2009,4499792,2844472.81118772,1792769.0879934
"IRL",2010,4524585,2912465.12111055,1819268.06546899
"IRL",2011,4544501,2954070.6449399,1830518.24611767
"IRL",2012,4564550,2970028.58989386,1824241.16287476
"IRL",2013,4588832,2968062.02536942,1808997.58369886
"IRL",2014,4622167,2961339.56215775,1789374.98363863
"IRL",2015,4665760,2960568.05322177,1773923.21936833
"IRL",2016,4715788,2971420.68303325,1764813.43096848
"IRL",2017,4771854,2990183.06092349,1759987.62745046
"IRL",2018,4834507,3015848.35847792,1757837.14864825
"IRL",2019,4896019,3042233.08773924,1756238.69106717
"IRL",2020,4946119,3074444.4280455,1756119.49490095
"IRL",2021,4986526,3109789.86171936,1756418.79737517
"IRL",2022,5023109,3146252.64950452,1755381.77650535
"IRL",2023,5056935,3182824.57654686,1754950.77551916
"IRL",2024,5089478,3220565.64543554,1752628.26560995
"IRL",2025,5120867,3258409.17172815,1749355.33377453
"IRL",2026,5151399,3296167.11887392,1745029.65116855
"IRL",2027,5181143,3333793.913814,1739628.88111755
"IRL",2028,5210188,3373527.59631706,1734787.30517977
"IRL",2029,5238739,3412291.58390979,1727441.66105622
"IRL",2030,5266881,3452988.59040104,1720547.70176125
"IRL",2031,5294736,3494225.20782906,1711416.77318756
"IRL",2032,5322355,3537969.56422486,1703981.41424238
"IRL",2033,5349663,3580612.83486455,1693989.32231806
"IRL",2034,5376684,3625145.90777513,1684381.11668828
"IRL",2035,5403354,3671631.54588798,1675163.24120167
"IRL",2036,5429691,3717019.99248208,1663401.28747658
"IRL",2037,5455791,3765984.25416223,1652289.46636702
"IRL",2038,5481441,3815320.82530853,1641266.41151478
"IRL",2039,5506567,3864385.92320769,1629054.90843932
"IRL",2040,5531181,3914871.88721541,1615947.11870756
"IRL",2041,5555162,3965162.67212369,1601681.46311485
"IRL",2042,5578394,4016054.97926464,1587579.50765041
"IRL",2043,5600737,4067663.41643966,1573672.89340671
"IRL",2044,5622145,4118303.60120559,1559689.40680114
"IRL",2045,5642439,4169110.91107941,1544674.20914962
"IRL",2046,5661520,4219155.80974721,1529658.11301559
"IRL",2047,5679407,4268426.2635166,1514635.41880341
"IRL",2048,5695971,4316271.97540156,1498368.75925106
"IRL",2049,5711065,4365316.45148497,1482426.65772496
"IRL",2050,5724686,4412041.81329771,1466289.50478681
"IMN",1990,68865,34560.3717418137,32585.4933565672
"IMN",1991,69770,35602.6945678658,32635.803353877
"IMN",1992,70307,35842.8037037564,33851.5368313255
"IMN",1993,70710,35638.5235468816,33658.6055720549
"IMN",1994,71094,35446.0292007764,33476.8053562889
"IMN",1995,71454,35267.4447896549,33308.1423013407
"IMN",1996,71981,35009.2385490616,33064.2808518915
"IMN",1997,72793,36088.6348962125,33162.5293640872
"IMN",1998,73727,35631.4511644309,32742.4145835311
"IMN",1999,74668,35677.9343226014,33749.3973321905
"IMN",2000,75562,36711.5746009899,33813.2923956486
"IMN",2001,76398,36309.851043221,33443.2838555983
"IMN",2002,77183,36432.8932536958,34515.3725561328
"IMN",2003,77939,37529.3498761852,34642.4768087864
"IMN",2004,78677,37177.3199283145,34317.5260876749
"IMN",2005,79415,38783.6051123843,35874.8347289555
"IMN",2006,80228,38390.5868275415,35511.2928154759
"IMN",2007,81100,37977.8051787916,35129.4697903822
"IMN",2008,81997,39501.4451748235,36611.0955278852
"IMN",2009,82915,39064.1017909908,36205.7528794549
"IMN",2010,83828,40082.0728157656,36264.7325475975
"IMN",2011,84350,40331.9502074689,37451.0966212211
"IMN",2012,84338,40337.6888235434,37456.4253361474
"IMN",2013,84144,41904.3544400076,38006.2749572162
"IMN",2014,83896,42540.764756365,39572.8044245256
"IMN",2015,83593,42694.9624968598,39716.2441831254
"IMN",2016,83450,44289.9940083883,40263.6309167166
"IMN",2017,83580,44221.1055276382,40201.0050251256
"IMN",2018,83775,45658.0125335721,40584.9000298418
"IMN",2019,83933,45572.0634315466,40508.5008280414
"IMN",2020,84046,45510.7917093021,40454.0370749352
"IMN",2021,84263,47494.1552045382,42331.7470301319
"IMN",2022,84519,47350.2999325595,42203.5282007596
"IMN",2023,84710,48825.4043206233,42592.3739818203
"IMN",2024,84904,48713.841515123,42495.0532365966
"IMN",2025,85082,50210.3852753814,42888.0374227216
"IMN",2026,85251,50110.8491395995,42803.0169734079
"IMN",2027,85403,51637.5302975305,43206.913106097
"IMN",2028,85546,51551.2122133121,43134.6877703224
"IMN",2029,85675,53107.6743507441,43548.2929676102
"IMN",2030,85798,52448.775029721,41959.0200237768
"IMN",2031,85916,54017.8779272778,42366.9630802179
"IMN",2032,86023,53950.6876068028,42314.2647896493
"IMN",2033,86126,55546.5248589276,42728.0960453289
"IMN",2034,86225,57164.3954769498,43142.9399826037
"IMN",2035,86313,57106.1137951409,43098.9538076535
"IMN",2036,86398,58126.3455172573,41980.1384291303
"IMN",2037,86479,58071.9018490038,41940.8180020583
"IMN",2038,86554,59731.4971000763,42355.0615800541
"IMN",2039,86625,61414.1414141414,42770.5627705628
"IMN",2040,86689,60722.8137364602,41204.7664640266
"IMN",2041,86740,62427.9455845054,41618.6303896703
"IMN",2042,86780,62399.170315741,41599.4468771606
"IMN",2043,86811,64139.337180772,42022.3243598162
"IMN",2044,86829,63458.0612468185,40481.8666574532
"IMN",2045,86831,65230.1597355783,40907.0493257016
"IMN",2046,86822,67033.7011356569,41337.4490336551
"IMN",2047,86801,67049.9187797376,41347.4499141715
"IMN",2048,86770,68191.7713495448,40244.3240751412
"IMN",2049,86731,68222.4348848739,40262.4205877944
"IMN",2050,86680,70096.9081679742,40701.4305491463
"LVA",1990,2689391,1827581.03972238,811267.681047494
"LVA",1991,2678964,1812498.04028722,806873.104677778
"LVA",1992,2662883,1774948.42995355,802859.156786085
"LVA",1993,2638889,1739364.9372899,788929.735202958
"LVA",1994,2606454,1710995.85874142,772046.619660274
"LVA",1995,2570151,1683957.47954109,765346.471860992
"LVA",1996,2534287,1664869.84307618,760049.276186951
"LVA",1997,2498879,1652100.40182018,755862.928937335
"LVA",1998,2462337,1642823.05793236,757238.753265698
"LVA",1999,2426351,1630573.64742364,759214.145026832
"LVA",2000,2392530,1617213.57725922,758286.834438858
"LVA",2001,2359249,1602830.81607749,755920.210202484
"LVA",2002,2326144,1587665.68191823,752210.525229736
"LVA",2003,2294342,1570260.66732858,745446.842711331
"LVA",2004,2263443,1557632.77449443,737031.151215206
"LVA",2005,2233157,1543918.31832692,727083.675711112
"LVA",2006,2203913,1526466.7888433,719821.971193963
"LVA",2007,2176053,1508744.0425394,713444.939070877
"LVA",2008,2150412,1487787.45654321,706017.265528652
"LVA",2009,2126265,1467820.33283716,696079.745469168
"LVA",2010,2101530,1448261.98055702,686337.097257712
"LVA",2011,2076974,1430273.07997115,676861.626577896
"LVA",2012,2053636,1411446.81920262,666991.618767883
"LVA",2013,2031486,1392491.01396712,658067.542675657
"LVA",2014,2011039,1373379.631126,647593.60708569
"LVA",2015,1991955,1355710.84688158,638334.701336125
"LVA",2016,1973476,1337639.77874573,628890.343738662
"LVA",2017,1954862,1323020.75542928,620134.822816137
"LVA",2018,1935630,1311175.17294111,613211.202554207
"LVA",2019,1916555,1300220.44762608,605240.653151097
"LVA",2020,1897052,1290238.22225221,598718.432599633
"LVA",2021,1873919,1283740.11896992,592341.504622131
"LVA",2022,1850651,1279747.50506714,587639.160490011
"LVA",2023,1830211,1273148.28727398,580716.649610345
"LVA",2024,1810240,1268637.86017324,575277.31129574
"LVA",2025,1790796,1264800.68081457,568654.386094228
"LVA",2026,1771916,1263014.72530301,563483.257671357
"LVA",2027,1753619,1260859.97015315,558118.952862623
"LVA",2028,1735806,1257688.93528424,551259.760595366
"LVA",2029,1718386,1256714.14920745,545907.613306905
"LVA",2030,1701338,1254797.10674775,539090.410018468
"LVA",2031,1684648,1252652.18609466,532145.587683599
"LVA",2032,1668342,1250254.44423266,525065.604054804
"LVA",2033,1652459,1247568.62348778,517839.17180396
"LVA",2034,1637036,1244560.29067168,510456.09259662
"LVA",2035,1622114,1240453.50696683,501570.173243064
"LVA",2036,1607720,1238472.49521061,494143.258776404
"LVA",2037,1593821,1237918.18529182,486845.135055944
"LVA",2038,1580292,1234562.97949999,477794.61011003
"LVA",2039,1567064,1233530.98533308,470264.137265613
"LVA",2040,1554125,1232294.6995898,462632.671117188
"LVA",2041,1541431,1230121.23150501,453587.607878653
"LVA",2042,1528957,1230364.88272724,446072.714929197
"LVA",2043,1516659,1228674.34274942,438213.204154658
"LVA",2044,1504527,1228691.80812308,430567.214812363
"LVA",2045,1492555,1226770.87276516,422589.45231499
"LVA",2046,1480684,1225566.02218974,415892.249798066
"LVA",2047,1468878,1223537.96571261,407845.988570868
"LVA",2048,1457134,1222265.07651321,401088.712500017
"LVA",2049,1445434,1220176.77735545,392992.001018379
"LVA",2050,1433728,1218909.02597982,386199.474377288
"LTU",1990,3785847,2438716.62008528,1169568.65927228
"LTU",1991,3793425,2434187.04732531,1170788.40361942
"LTU",1992,3795742,2417378.20958326,1165938.04320736
"LTU",1993,3788528,2396598.3622135,1158581.90832957
"LTU",1994,3770456,2379473.46421759,1153918.78329836
"LTU",1995,3747267,2361038.05786991,1147619.3182925
"LTU",1996,3722022,2346168.82973824,1143551.54268298
"LTU",1997,3694896,2328594.90497161,1138144.34831183
"LTU",1998,3665510,2314065.43700604,1133756.28493716
"LTU",1999,3633944,2297672.72142884,1129413.9370337
"LTU",2000,3599637,2282366.80531954,1124644.51276615
"LTU",2001,3560142,2267115.18810205,1120875.79652722
"LTU",2002,3515799,2255643.73845035,1119982.96830962
"LTU",2003,3469675,2243087.60907001,1118098.95739515
"LTU",2004,3422591,2225621.75848648,1114292.65138604
"LTU",2005,3373533,2208495.36672681,1106230.17471594
"LTU",2006,3322932,2191442.97867064,1093732.88409152
"LTU",2007,3272418,2168738.83470877,1078890.28846559
"LTU",2008,3224378,2142749.70242323,1062899.573189
"LTU",2009,3180479,2110355.70428228,1047206.72577936
"LTU",2010,3139019,2074359.85573837,1032702.89220932
"LTU",2011,3099798,2042868.59982489,1017459.8473836
"LTU",2012,3063341,2013535.87471979,997349.625784397
"LTU",2013,3028189,1987981.59560054,980130.368348871
"LTU",2014,2994927,1966143.41518174,963291.592750007
"LTU",2015,2963765,1949875.24314512,950700.207337626
"LTU",2016,2933673,1941856.50547965,940695.162685139
"LTU",2017,2904450,1941293.53233831,934328.358208955
