"iso3c","name_1","year","pyrethroid_resistance"
"NGA","Abia",2000,0.0619965212417189
"NGA","Abia",2001,0.0712613668121899
"NGA","Abia",2002,0.0813953145262791
"NGA","Abia",2003,0.093115620753503
"NGA","Abia",2004,0.106624571704706
"NGA","Abia",2005,0.121081571742188
"NGA","Abia",2006,0.137737892573265
"NGA","Abia",2007,0.155721123694559
"NGA","Abia",2008,0.17627664068358
"NGA","Abia",2009,0.198736753671838
"NGA","Abia",2010,0.223349812729388
"NGA","Abia",2011,0.249560807990349
"NGA","Abia",2012,0.27764966807124
"NGA","Abia",2013,0.308160280042896
"NGA","Abia",2014,0.340872984746448
"NGA","Abia",2015,0.375606951618641
"NGA","Abia",2016,0.411393500890891
"NGA","Abia",2017,0.44704454252024
"NGA","Abia",2018,0.483779833250806
"NGA","Abia",2019,0.521111435961853
"NGA","Abia",2020,0.557072604160064
"NGA","Abia",2021,0.593427470112435
"NGA","Abia",2022,0.629209320870388
"NGA","Abia",2023,0.662957763395002
"NGA","Abia",2024,0.693884309290067
"NGA","Abia",2025,0.725711191014237
"NGA","Abia",2026,0.754630844296821
"NGA","Abia",2027,0.781860117967139
"NGA","Abia",2028,0.806411989373359
"NGA","Abia",2029,0.827593838006736
"NGA","Abia",2030,0.847131215174592
"NGA","Abia",2031,0.865500380448799
"NGA","Abia",2032,0.881570774799866
"NGA","Abia",2033,0.89580927095941
"NGA","Abia",2034,0.908391389737539
"NGA","Abia",2035,0.919429819445361
"NGA","Abia",2036,0.929417981468548
"NGA","Abia",2037,0.938259088294705
"NGA","Abia",2038,0.946100862969637
"NGA","Abia",2039,0.953042711426408
"NGA","Abia",2040,0.959006951850753
"NGA","Abia",2041,0.964387424063924
"NGA","Abia",2042,0.968990436495362
"NGA","Abia",2043,0.972989714724534
"NGA","Abia",2044,0.976641239080302
"NGA","Abia",2045,0.979598728657632
"NGA","Abia",2046,0.982173010295929
"NGA","Abia",2047,0.984494170329549
"NGA","Abia",2048,0.986585653734423
"NGA","Abia",2049,0.988365023419168
"NGA","Abia",2050,0.989892676956632
"NGA","Akwa Ibom",2000,0.0243409237645351
"NGA","Akwa Ibom",2001,0.0281996826428815
"NGA","Akwa Ibom",2002,0.032681442326007
"NGA","Akwa Ibom",2003,0.0377776661987792
"NGA","Akwa Ibom",2004,0.0435659052247508
"NGA","Akwa Ibom",2005,0.0502699098088132
"NGA","Akwa Ibom",2006,0.0578571519543277
"NGA","Akwa Ibom",2007,0.0666325949276978
"NGA","Akwa Ibom",2008,0.0764371380968717
"NGA","Akwa Ibom",2009,0.0874612235883067
"NGA","Akwa Ibom",2010,0.100013130773713
"NGA","Akwa Ibom",2011,0.114185223505301
"NGA","Akwa Ibom",2012,0.130050284601548
"NGA","Akwa Ibom",2013,0.147863993792815
"NGA","Akwa Ibom",2014,0.167422205165785
"NGA","Akwa Ibom",2015,0.188808179350717
"NGA","Akwa Ibom",2016,0.212532519576611
"NGA","Akwa Ibom",2017,0.238103195081827
"NGA","Akwa Ibom",2018,0.265715960045416
"NGA","Akwa Ibom",2019,0.295313934603502
"NGA","Akwa Ibom",2020,0.326922383922251
"NGA","Akwa Ibom",2021,0.360220106268413
"NGA","Akwa Ibom",2022,0.394620447119745
"NGA","Akwa Ibom",2023,0.429978011110248
"NGA","Akwa Ibom",2024,0.466673293255807
"NGA","Akwa Ibom",2025,0.503430561249543
"NGA","Akwa Ibom",2026,0.540254872205455
"NGA","Akwa Ibom",2027,0.576466715745954
"NGA","Akwa Ibom",2028,0.611813849779486
"NGA","Akwa Ibom",2029,0.645360555049245
"NGA","Akwa Ibom",2030,0.678242245125267
"NGA","Akwa Ibom",2031,0.709163866110111
"NGA","Akwa Ibom",2032,0.738231114754701
"NGA","Akwa Ibom",2033,0.765507196509196
"NGA","Akwa Ibom",2034,0.790430574921786
"NGA","Akwa Ibom",2035,0.813306945299595
"NGA","Akwa Ibom",2036,0.833846851165502
"NGA","Akwa Ibom",2037,0.852629997588547
"NGA","Akwa Ibom",2038,0.8694866873967
"NGA","Akwa Ibom",2039,0.885009800072244
"NGA","Akwa Ibom",2040,0.898821813748897
"NGA","Akwa Ibom",2041,0.911200936130454
"NGA","Akwa Ibom",2042,0.921954252566928
"NGA","Akwa Ibom",2043,0.931616050036664
"NGA","Akwa Ibom",2044,0.940063004729987
"NGA","Akwa Ibom",2045,0.947619325510858
"NGA","Akwa Ibom",2046,0.954348009078081
"NGA","Akwa Ibom",2047,0.960285861084733
"NGA","Akwa Ibom",2048,0.965412618932997
"NGA","Akwa Ibom",2049,0.969864663132636
"NGA","Akwa Ibom",2050,0.973776753578987
"NGA","Anambra",2000,0.037401544521547
"NGA","Anambra",2001,0.0431429937398631
"NGA","Anambra",2002,0.049811423016123
"NGA","Anambra",2003,0.0575053511389026
"NGA","Anambra",2004,0.0660435523350517
"NGA","Anambra",2005,0.0758056076124333
"NGA","Anambra",2006,0.087047723621359
"NGA","Anambra",2007,0.0994869343227863
"NGA","Anambra",2008,0.113518700525594
"NGA","Anambra",2009,0.129382461697874
"NGA","Anambra",2010,0.147216268592305
"NGA","Anambra",2011,0.166423792530123
"NGA","Anambra",2012,0.18773336690156
"NGA","Anambra",2013,0.211331586356827
"NGA","Anambra",2014,0.236523354595594
"NGA","Anambra",2015,0.26437158415879
"NGA","Anambra",2016,0.294481789947029
"NGA","Anambra",2017,0.326569735342916
"NGA","Anambra",2018,0.36009852147769
"NGA","Anambra",2019,0.394653669761645
"NGA","Anambra",2020,0.431010268434732
"NGA","Anambra",2021,0.467761858491306
"NGA","Anambra",2022,0.505526503423864
"NGA","Anambra",2023,0.543160254708476
"NGA","Anambra",2024,0.580140783627548
"NGA","Anambra",2025,0.615226542711029
"NGA","Anambra",2026,0.649702826940775
"NGA","Anambra",2027,0.682527822772656
"NGA","Anambra",2028,0.713231456390546
"NGA","Anambra",2029,0.742834569419316
"NGA","Anambra",2030,0.769692535144147
"NGA","Anambra",2031,0.794471065510426
"NGA","Anambra",2032,0.81728424192919
"NGA","Anambra",2033,0.837856245934218
"NGA","Anambra",2034,0.856550915598173
"NGA","Anambra",2035,0.873194637081909
"NGA","Anambra",2036,0.888384853844914
"NGA","Anambra",2037,0.901774010681495
"NGA","Anambra",2038,0.914059111430585
"NGA","Anambra",2039,0.924679843090659
"NGA","Anambra",2040,0.934118103582051
"NGA","Anambra",2041,0.942506919388568
"NGA","Anambra",2042,0.949726028568848
"NGA","Anambra",2043,0.955946041028678
"NGA","Anambra",2044,0.961639404149155
"NGA","Anambra",2045,0.966585866289669
"NGA","Anambra",2046,0.970932827625273
"NGA","Anambra",2047,0.974817206459613
"NGA","Anambra",2048,0.978119273650486
"NGA","Anambra",2049,0.980898080515471
"NGA","Anambra",2050,0.983344094860398
"NGA","Bauchi",2000,0.0221798594207848
"NGA","Bauchi",2001,0.0257329105649205
"NGA","Bauchi",2002,0.0298217530052226
"NGA","Bauchi",2003,0.0345170359232736
"NGA","Bauchi",2004,0.0398222927271141
"NGA","Bauchi",2005,0.0458987149771254
"NGA","Bauchi",2006,0.0528955647200619
"NGA","Bauchi",2007,0.0608128118884717
"NGA","Bauchi",2008,0.0699883704744267
"NGA","Bauchi",2009,0.0803151734603772
"NGA","Bauchi",2010,0.0920200150167369
"NGA","Bauchi",2011,0.105196086083076
"NGA","Bauchi",2012,0.120045416660689
"NGA","Bauchi",2013,0.136626678363289
"NGA","Bauchi",2014,0.155072697779581
"NGA","Bauchi",2015,0.175445411741619
"NGA","Bauchi",2016,0.197745614998385
"NGA","Bauchi",2017,0.222053402032568
"NGA","Bauchi",2018,0.248640408994005
"NGA","Bauchi",2019,0.277250516501715
"NGA","Bauchi",2020,0.307974851171919
"NGA","Bauchi",2021,0.340147029871359
"NGA","Bauchi",2022,0.37395821308911
"NGA","Bauchi",2023,0.408830864277757
"NGA","Bauchi",2024,0.445343951753917
"NGA","Bauchi",2025,0.481868678000563
"NGA","Bauchi",2026,0.518851071617511
"NGA","Bauchi",2027,0.555043577569688
"NGA","Bauchi",2028,0.590546626481794
"NGA","Bauchi",2029,0.625435749297418
"NGA","Bauchi",2030,0.659109848616405
"NGA","Bauchi",2031,0.69081577022682
"NGA","Bauchi",2032,0.720956338519085
"NGA","Bauchi",2033,0.749810718045371
"NGA","Bauchi",2034,0.775931016031116
"NGA","Bauchi",2035,0.799855799388248
"NGA","Bauchi",2036,0.821955964448221
"NGA","Bauchi",2037,0.842443093274055
"NGA","Bauchi",2038,0.86051649123384
"NGA","Bauchi",2039,0.876602401561948
"NGA","Bauchi",2040,0.89121386356314
"NGA","Bauchi",2041,0.904598105361867
"NGA","Bauchi",2042,0.916209011594031
"NGA","Bauchi",2043,0.926602803439227
"NGA","Bauchi",2044,0.935803259047404
"NGA","Bauchi",2045,0.943786407909071
"NGA","Bauchi",2046,0.950992409081544
"NGA","Bauchi",2047,0.95715652778315
"NGA","Bauchi",2048,0.962624487304485
"NGA","Bauchi",2049,0.967436723268931
"NGA","Bauchi",2050,0.971647461235961
"NGA","Benue",2000,0.00418432105016613
"NGA","Benue",2001,0.00498828791873256
"NGA","Benue",2002,0.005928592728402
"NGA","Benue",2003,0.00704150772516831
"NGA","Benue",2004,0.00835565652368706
"NGA","Benue",2005,0.00990844324139196
"NGA","Benue",2006,0.0117423987144811
"NGA","Benue",2007,0.0138838775311208
"NGA","Benue",2008,0.0164746795399219
"NGA","Benue",2009,0.0194470311539548
"NGA","Benue",2010,0.0229671310156522
"NGA","Benue",2011,0.0270583956170921
"NGA","Benue",2012,0.0319183362732611
"NGA","Benue",2013,0.0375919227814803
"NGA","Benue",2014,0.0440334657272879
"NGA","Benue",2015,0.0516560775154487
"NGA","Benue",2016,0.0604187757991487
"NGA","Benue",2017,0.070582326172995
"NGA","Benue",2018,0.0821232515037277
"NGA","Benue",2019,0.095445927136243
"NGA","Benue",2020,0.110679073539094
"NGA","Benue",2021,0.127648768986565
"NGA","Benue",2022,0.146869179781458
"NGA","Benue",2023,0.168162913201812
"NGA","Benue",2024,0.191775034230663
"NGA","Benue",2025,0.217481435771915
"NGA","Benue",2026,0.24541387817267
"NGA","Benue",2027,0.275619432740822
"NGA","Benue",2028,0.307875921217632
"NGA","Benue",2029,0.341936689460743
"NGA","Benue",2030,0.377675374316598
"NGA","Benue",2031,0.414662321469995
"NGA","Benue",2032,0.452397039336534
"NGA","Benue",2033,0.490484767966068
"NGA","Benue",2034,0.528145057134578
"NGA","Benue",2035,0.566177755515497
"NGA","Benue",2036,0.603278399124645
"NGA","Benue",2037,0.63853037316889
"NGA","Benue",2038,0.672952271324902
"NGA","Benue",2039,0.704941198831376
"NGA","Benue",2040,0.734573137754775
"NGA","Benue",2041,0.762704070410449
"NGA","Benue",2042,0.788484464621649
"NGA","Benue",2043,0.811557592347647
"NGA","Benue",2044,0.833065056768706
"NGA","Benue",2045,0.852199319751252
"NGA","Benue",2046,0.869607832986278
"NGA","Benue",2047,0.885166954570745
"NGA","Benue",2048,0.899145958353558
"NGA","Benue",2049,0.911867715137707
"NGA","Benue",2050,0.922884582547098
"NGA","Cross River",2000,0.00370521974301845
"NGA","Cross River",2001,0.00440187440413517
"NGA","Cross River",2002,0.00522738484521017
"NGA","Cross River",2003,0.00621331308826664
"NGA","Cross River",2004,0.00736405637664224
"NGA","Cross River",2005,0.00872578995359102
"NGA","Cross River",2006,0.0103872757394957
"NGA","Cross River",2007,0.0123328503348845
"NGA","Cross River",2008,0.0145870314342748
"NGA","Cross River",2009,0.0172635764800512
"NGA","Cross River",2010,0.0204830045579217
"NGA","Cross River",2011,0.0242136913866568
"NGA","Cross River",2012,0.028567701679799
"NGA","Cross River",2013,0.0336257964915165
"NGA","Cross River",2014,0.0395657665468559
"NGA","Cross River",2015,0.0463859824225416
"NGA","Cross River",2016,0.0542522823159262
"NGA","Cross River",2017,0.0634572643704191
"NGA","Cross River",2018,0.0740185794516631
"NGA","Cross River",2019,0.0860134796726094
"NGA","Cross River",2020,0.0997503400120108
"NGA","Cross River",2021,0.11518468157417
"NGA","Cross River",2022,0.132893950823899
"NGA","Cross River",2023,0.152874849213161
"NGA","Cross River",2024,0.174988373735881
"NGA","Cross River",2025,0.199455734730151
"NGA","Cross River",2026,0.225791123720483
"NGA","Cross River",2027,0.254642543183606
"NGA","Cross River",2028,0.285331074706555
"NGA","Cross River",2029,0.318235280581797
"NGA","Cross River",2030,0.352764457769689
"NGA","Cross River",2031,0.389116225073806
"NGA","Cross River",2032,0.425785042194153
"NGA","Cross River",2033,0.463520205544237
"NGA","Cross River",2034,0.501432070530995
"NGA","Cross River",2035,0.539001703381842
"NGA","Cross River",2036,0.576005917826715
"NGA","Cross River",2037,0.611717520096159
"NGA","Cross River",2038,0.646349582899526
"NGA","Cross River",2039,0.679551974868207
"NGA","Cross River",2040,0.710997597166838
"NGA","Cross River",2041,0.739948332207286
"NGA","Cross River",2042,0.767348893355781
"NGA","Cross River",2043,0.793181543210428
"NGA","Cross River",2044,0.815818940430171
"NGA","Cross River",2045,0.836456889510607
"NGA","Cross River",2046,0.85562787210349
"NGA","Cross River",2047,0.872606739603458
"NGA","Cross River",2048,0.88776335820573
"NGA","Cross River",2049,0.901494028986838
"NGA","Cross River",2050,0.913795240825849
"NGA","Ebonyi",2000,0.0347026340536363
"NGA","Ebonyi",2001,0.0407609572123352
"NGA","Ebonyi",2002,0.0477852326055237
"NGA","Ebonyi",2003,0.0559135949540108
"NGA","Ebonyi",2004,0.065379416502747
"NGA","Ebonyi",2005,0.0762188389020317
"NGA","Ebonyi",2006,0.0885378788852304
"NGA","Ebonyi",2007,0.102511372999806
"NGA","Ebonyi",2008,0.11839442926825
"NGA","Ebonyi",2009,0.136256563720096
"NGA","Ebonyi",2010,0.156291391875945
"NGA","Ebonyi",2011,0.178652150485257
"NGA","Ebonyi",2012,0.203191435647102
"NGA","Ebonyi",2013,0.230076658106693
"NGA","Ebonyi",2014,0.259450934580627
"NGA","Ebonyi",2015,0.291555080220381
"NGA","Ebonyi",2016,0.325287178199591
"NGA","Ebonyi",2017,0.360709419985301
"NGA","Ebonyi",2018,0.397415619912469
"NGA","Ebonyi",2019,0.435221126237906
"NGA","Ebonyi",2020,0.473445619311822
"NGA","Ebonyi",2021,0.51129741393969
"NGA","Ebonyi",2022,0.549149337844858
"NGA","Ebonyi",2023,0.585883413616576
"NGA","Ebonyi",2024,0.621699794428072
"NGA","Ebonyi",2025,0.656008446319366
"NGA","Ebonyi",2026,0.688804795385773
"NGA","Ebonyi",2027,0.719702502176584
"NGA","Ebonyi",2028,0.748339182458178
"NGA","Ebonyi",2029,0.77489866084407
"NGA","Ebonyi",2030,0.799119032335428
"NGA","Ebonyi",2031,0.821612418372087
"NGA","Ebonyi",2032,0.841765829069673
"NGA","Ebonyi",2033,0.86000565524629
"NGA","Ebonyi",2034,0.876587380000133
"NGA","Ebonyi",2035,0.891258667737705
"NGA","Ebonyi",2036,0.904443025552059
"NGA","Ebonyi",2037,0.91596867409056
"NGA","Ebonyi",2038,0.92625231569633
"NGA","Ebonyi",2039,0.935397192965051
"NGA","Ebonyi",2040,0.943547282976812
"NGA","Ebonyi",2041,0.950798748441082
"NGA","Ebonyi",2042,0.957060846299982
"NGA","Ebonyi",2043,0.962545887756397
"NGA","Ebonyi",2044,0.96739276039798
"NGA","Ebonyi",2045,0.971587420284168
"NGA","Ebonyi",2046,0.9752864749268
"NGA","Ebonyi",2047,0.978449821272775
"NGA","Ebonyi",2048,0.98127788694059
"NGA","Ebonyi",2049,0.983713364670378
"NGA","Ebonyi",2050,0.985799360700794
"NGA","Enugu",2000,0.0767437027809175
"NGA","Enugu",2001,0.0879781762231072
"NGA","Enugu",2002,0.100465281480956
"NGA","Enugu",2003,0.114560857737338
"NGA","Enugu",2004,0.130210997517601
"NGA","Enugu",2005,0.147813496776757
"NGA","Enugu",2006,0.167464517417329
"NGA","Enugu",2007,0.189059495736625
"NGA","Enugu",2008,0.212350421137027
"NGA","Enugu",2009,0.23827253235827
"NGA","Enugu",2010,0.266012522774509
"NGA","Enugu",2011,0.295867083662146
"NGA","Enugu",2012,0.327850850777745
"NGA","Enugu",2013,0.36195715392074
"NGA","Enugu",2014,0.396856846628166
"NGA","Enugu",2015,0.43384135900741
"NGA","Enugu",2016,0.470864139292304
"NGA","Enugu",2017,0.508260691459359
"NGA","Enugu",2018,0.545349060194806
"NGA","Enugu",2019,0.58236731311075
"NGA","Enugu",2020,0.618605365188016
"NGA","Enugu",2021,0.652934843085395
"NGA","Enugu",2022,0.685721340794784
"NGA","Enugu",2023,0.716149114204764
"NGA","Enugu",2024,0.744552837585744
"NGA","Enugu",2025,0.770852024204935
"NGA","Enugu",2026,0.79531070672239
"NGA","Enugu",2027,0.817783346675161
"NGA","Enugu",2028,0.837518822232467
"NGA","Enugu",2029,0.856127536100519
"NGA","Enugu",2030,0.872969032143663
"NGA","Enugu",2031,0.887759349441904
"NGA","Enugu",2032,0.901015576088241
"NGA","Enugu",2033,0.912933335071066
"NGA","Enugu",2034,0.923556646025143
"NGA","Enugu",2035,0.93284481030895
"NGA","Enugu",2036,0.941084216342426
"NGA","Enugu",2037,0.948441912831909
"NGA","Enugu",2038,0.954855955500293
"NGA","Enugu",2039,0.960547535611538
"NGA","Enugu",2040,0.965565160727645
"NGA","Enugu",2041,0.969941116403926
"NGA","Enugu",2042,0.973826607141134
"NGA","Enugu",2043,0.97726191790162
"NGA","Enugu",2044,0.980177504315275
"NGA","Enugu",2045,0.982775725909401
"NGA","Enugu",2046,0.985087145392336
"NGA","Enugu",2047,0.987041542899207
"NGA","Enugu",2048,0.9887201854853
"NGA","Enugu",2049,0.99021178319787
"NGA","Enugu",2050,0.991503300943279
"NGA","Fct, Abuja",2000,0.0124220027472533
"NGA","Fct, Abuja",2001,0.014695257576188
"NGA","Fct, Abuja",2002,0.0173613141698097
"NGA","Fct, Abuja",2003,0.0205332006321478
"NGA","Fct, Abuja",2004,0.024428639096836
"NGA","Fct, Abuja",2005,0.0287024329611837
"NGA","Fct, Abuja",2006,0.0338183450347042
"NGA","Fct, Abuja",2007,0.0396052253573829
"NGA","Fct, Abuja",2008,0.0463906037589019
"NGA","Fct, Abuja",2009,0.0542607936487051
"NGA","Fct, Abuja",2010,0.0634679418527664
"NGA","Fct, Abuja",2011,0.0740308635454481
"NGA","Fct, Abuja",2012,0.086035312227815
"NGA","Fct, Abuja",2013,0.0996407289569253
"NGA","Fct, Abuja",2014,0.114880250048294
"NGA","Fct, Abuja",2015,0.132640537331075
"NGA","Fct, Abuja",2016,0.152096414531633
"NGA","Fct, Abuja",2017,0.173896309834173
"NGA","Fct, Abuja",2018,0.198030287453678
"NGA","Fct, Abuja",2019,0.224528494026855
"NGA","Fct, Abuja",2020,0.253512375637666
"NGA","Fct, Abuja",2021,0.284681462417919
"NGA","Fct, Abuja",2022,0.317004732562627
"NGA","Fct, Abuja",2023,0.351796902291572
"NGA","Fct, Abuja",2024,0.388869570645779
"NGA","Fct, Abuja",2025,0.426479314371912
"NGA","Fct, Abuja",2026,0.465006700929474
"NGA","Fct, Abuja",2027,0.504094491197485
"NGA","Fct, Abuja",2028,0.542189979232481
"NGA","Fct, Abuja",2029,0.579574331834292
"NGA","Fct, Abuja",2030,0.616431054086503
"NGA","Fct, Abuja",2031,0.6511275808195
"NGA","Fct, Abuja",2032,0.684346615539871
"NGA","Fct, Abuja",2033,0.715259208031022
"NGA","Fct, Abuja",2034,0.74390571376893
"NGA","Fct, Abuja",2035,0.771791707018853
"NGA","Fct, Abuja",2036,0.797590789061981
"NGA","Fct, Abuja",2037,0.819661912591226
"NGA","Fct, Abuja",2038,0.839979250847601
"NGA","Fct, Abuja",2039,0.858333522546325
"NGA","Fct, Abuja",2040,0.874925274224987
"NGA","Fct, Abuja",2041,0.890041701411785
"NGA","Fct, Abuja",2042,0.903349040844685
"NGA","Fct, Abuja",2043,0.915246138817102
"NGA","Fct, Abuja",2044,0.925917969472683
"NGA","Fct, Abuja",2045,0.934949306895861
"NGA","Fct, Abuja",2046,0.943317277982155
"NGA","Fct, Abuja",2047,0.950471922281105
"NGA","Fct, Abuja",2048,0.956861039942265
"NGA","Fct, Abuja",2049,0.962336710148278
"NGA","Fct, Abuja",2050,0.96719848176191
"NGA","Gombe",2000,0.075994237507074
"NGA","Gombe",2001,0.0880181672445703
"NGA","Gombe",2002,0.101984928002295
"NGA","Gombe",2003,0.117707971691361
"NGA","Gombe",2004,0.135553386629831
"NGA","Gombe",2005,0.155734570087498
"NGA","Gombe",2006,0.178110907945684
"NGA","Gombe",2007,0.202513648301742
"NGA","Gombe",2008,0.229276148897905
"NGA","Gombe",2009,0.258111630904845
"NGA","Gombe",2010,0.289773869404259
"NGA","Gombe",2011,0.322592698055506
"NGA","Gombe",2012,0.35828305859736
"NGA","Gombe",2013,0.394886439749266
"NGA","Gombe",2014,0.433629691289494
"NGA","Gombe",2015,0.473245857372807
"NGA","Gombe",2016,0.513221723357422
"NGA","Gombe",2017,0.552848070624953
"NGA","Gombe",2018,0.592079959108772
"NGA","Gombe",2019,0.628836488386267
"NGA","Gombe",2020,0.664090871685022
"NGA","Gombe",2021,0.696819194493315
"NGA","Gombe",2022,0.727741721769059
"NGA","Gombe",2023,0.755875300857365
"NGA","Gombe",2024,0.781638657047245
"NGA","Gombe",2025,0.805169723484421
"NGA","Gombe",2026,0.827193889517392
"NGA","Gombe",2027,0.846459446891065
"NGA","Gombe",2028,0.863691029805763
"NGA","Gombe",2029,0.879807781597531
"NGA","Gombe",2030,0.893835707700871
"NGA","Gombe",2031,0.906448457922532
"NGA","Gombe",2032,0.917887884194373
"NGA","Gombe",2033,0.928188886418699
"NGA","Gombe",2034,0.937037038793867
"NGA","Gombe",2035,0.944853707390226
"NGA","Gombe",2036,0.951878064937057
"NGA","Gombe",2037,0.957959017637718
"NGA","Gombe",2038,0.963397134002897
"NGA","Gombe",2039,0.968002811726702
"NGA","Gombe",2040,0.972126245520062
"NGA","Gombe",2041,0.975778452703892
"NGA","Gombe",2042,0.978925236992116
"NGA","Gombe",2043,0.981684025882917
"NGA","Gombe",2044,0.984053709709793
"NGA","Gombe",2045,0.986137948599654
"NGA","Gombe",2046,0.98795252201133
"NGA","Gombe",2047,0.989535605208594
"NGA","Gombe",2048,0.990886261527792
"NGA","Gombe",2049,0.99207979873546
"NGA","Gombe",2050,0.99310825420452
"NGA","Imo",2000,0.0422952479957386
"NGA","Imo",2001,0.0486357444157269
"NGA","Imo",2002,0.0558701805777908
"NGA","Imo",2003,0.0643383642228481
"NGA","Imo",2004,0.0738523071820815
"NGA","Imo",2005,0.0843971318049965
"NGA","Imo",2006,0.0966562232099321
"NGA","Imo",2007,0.110248531426379
"NGA","Imo",2008,0.125331461377244
"NGA","Imo",2009,0.142618175390686
"NGA","Imo",2010,0.161477284466354
"NGA","Imo",2011,0.182572889780623
"NGA","Imo",2012,0.205736493185001
"NGA","Imo",2013,0.230698248532611
"NGA","Imo",2014,0.257787016365014
"NGA","Imo",2015,0.286962758533341
"NGA","Imo",2016,0.318646916635486
"NGA","Imo",2017,0.351181242142829
"NGA","Imo",2018,0.38651146459692
"NGA","Imo",2019,0.422545006981013
"NGA","Imo",2020,0.459096078192846
"NGA","Imo",2021,0.49668846873717
"NGA","Imo",2022,0.534494877629761
"NGA","Imo",2023,0.570333750573874
"NGA","Imo",2024,0.606801239564486
"NGA","Imo",2025,0.641080532114116
"NGA","Imo",2026,0.675753373547459
"NGA","Imo",2027,0.706437596016839
"NGA","Imo",2028,0.73614173363781
"NGA","Imo",2029,0.763572288787844
"NGA","Imo",2030,0.789725060980247
"NGA","Imo",2031,0.813425252424432
"NGA","Imo",2032,0.835280758021707
"NGA","Imo",2033,0.855009623251687
"NGA","Imo",2034,0.872125966608361
"NGA","Imo",2035,0.887522908609646
"NGA","Imo",2036,0.901585713785848
"NGA","Imo",2037,0.913376943657502
"NGA","Imo",2038,0.923882900946425
"NGA","Imo",2039,0.933047955850236
"NGA","Imo",2040,0.941356049179089
"NGA","Imo",2041,0.948738669792237
"NGA","Imo",2042,0.955525267568101
"NGA","Imo",2043,0.960999725845618
"NGA","Imo",2044,0.966070423006021
"NGA","Imo",2045,0.970483114837684
"NGA","Imo",2046,0.974419796453173
"NGA","Imo",2047,0.977702688942312
"NGA","Imo",2048,0.98062482339234
"NGA","Imo",2049,0.983114630971848
"NGA","Imo",2050,0.985262522580186
"NGA","Jigawa",2000,0.176164505858127
"NGA","Jigawa",2001,0.198307870569734
"NGA","Jigawa",2002,0.222537921128309
"NGA","Jigawa",2003,0.248845577771204
"NGA","Jigawa",2004,0.277457482299184
"NGA","Jigawa",2005,0.307318357752938
"NGA","Jigawa",2006,0.339767137675762
"NGA","Jigawa",2007,0.37332514715637
"NGA","Jigawa",2008,0.407877435482603
"NGA","Jigawa",2009,0.444708358302166
"NGA","Jigawa",2010,0.482479943914878
"NGA","Jigawa",2011,0.520444167373992
"NGA","Jigawa",2012,0.559090006851516
"NGA","Jigawa",2013,0.597156769418139
"NGA","Jigawa",2014,0.634046993182191
"NGA","Jigawa",2015,0.669146349326782
"NGA","Jigawa",2016,0.701682767765971
"NGA","Jigawa",2017,0.73223412280836
"NGA","Jigawa",2018,0.759914352050226
"NGA","Jigawa",2019,0.785361454119369
"NGA","Jigawa",2020,0.809049999301493
"NGA","Jigawa",2021,0.830825324884884
"NGA","Jigawa",2022,0.850117338315302
"NGA","Jigawa",2023,0.866869250888961
"NGA","Jigawa",2024,0.882219473776674
"NGA","Jigawa",2025,0.895804289383539
"NGA","Jigawa",2026,0.90845511454401
"NGA","Jigawa",2027,0.919521596205779
"NGA","Jigawa",2028,0.929322406319769
"NGA","Jigawa",2029,0.937837548640503
"NGA","Jigawa",2030,0.945735494284637
"NGA","Jigawa",2031,0.952678292049231
"NGA","Jigawa",2032,0.958621239650761
"NGA","Jigawa",2033,0.963907667856261
"NGA","Jigawa",2034,0.96842867403098
"NGA","Jigawa",2035,0.972423767562693
"NGA","Jigawa",2036,0.975984046535977
"NGA","Jigawa",2037,0.97908355608003
"NGA","Jigawa",2038,0.981820752821442
"NGA","Jigawa",2039,0.984215927307616
"NGA","Jigawa",2040,0.986286808645676
"NGA","Jigawa",2041,0.988079681891214
"NGA","Jigawa",2042,0.989636404355648
"NGA","Jigawa",2043,0.990987576323385
"NGA","Jigawa",2044,0.992137322406039
"NGA","Jigawa",2045,0.99318119327348
"NGA","Jigawa",2046,0.994066071884692
"NGA","Jigawa",2047,0.99484970168187
"NGA","Jigawa",2048,0.995532387341384
"NGA","Jigawa",2049,0.996124354693114
"NGA","Jigawa",2050,0.996637315432464
"NGA","Kano",2000,0.0839934432005674
"NGA","Kano",2001,0.0958440118782773
"NGA","Kano",2002,0.109337487059072
"NGA","Kano",2003,0.124106373873684
"NGA","Kano",2004,0.140746832398296
"NGA","Kano",2005,0.159348478936791
"NGA","Kano",2006,0.180114159131138
"NGA","Kano",2007,0.203229290924467
"NGA","Kano",2008,0.228276351698631
"NGA","Kano",2009,0.255373720334372
"NGA","Kano",2010,0.284763608350906
"NGA","Kano",2011,0.316316180914597
"NGA","Kano",2012,0.348774421194801
"NGA","Kano",2013,0.383063351800955
"NGA","Kano",2014,0.419595417674035
"NGA","Kano",2015,0.456605092720207
"NGA","Kano",2016,0.494272881769065
"NGA","Kano",2017,0.531606042988493
"NGA","Kano",2018,0.569113075140134
"NGA","Kano",2019,0.605374941983319
"NGA","Kano",2020,0.641260107600556
"NGA","Kano",2021,0.676020902205813
"NGA","Kano",2022,0.707952593838115
"NGA","Kano",2023,0.73837036007999
"NGA","Kano",2024,0.766207801163218
"NGA","Kano",2025,0.792267667487542
"NGA","Kano",2026,0.815898846938732
"NGA","Kano",2027,0.83698172743216
